issue,rule,path,baseline_line,disposition,evidence
AaCOzahSkcuVuZeQceMG,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,169,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMH,javascript:S1121,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,232,implemented_pending_remote_scan,Initialize the owned container before passing it into the parent DOM tree.
AaCOzahSkcuVuZeQceMI,javascript:S1121,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,232,implemented_pending_remote_scan,Initialize the owned container before passing it into the parent DOM tree.
AaCOzahSkcuVuZeQceMK,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,258,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceML,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,280,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMM,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,313,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceMN,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,343,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMO,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,343,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMP,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,356,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMQ,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,385,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMR,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,395,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMS,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,396,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMT,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,403,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMU,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,456,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMV,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,456,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMW,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,475,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceMX,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,480,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMY,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,480,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMZ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,480,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMa,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,480,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMb,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,485,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMc,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,492,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMd,javascript:S6594,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,494,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzahSkcuVuZeQceMe,javascript:S8786,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,494,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzahSkcuVuZeQceMf,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,502,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMg,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,510,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMh,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,516,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMi,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,524,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceMj,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,559,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMk,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,559,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMl,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,572,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMo,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,633,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMp,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,633,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMq,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,646,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMr,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,651,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceMs,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,671,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMt,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,687,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMu,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,692,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMv,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,692,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
